src_id,target_id,score
recIEt8BOqeWWCRAp,recOlnIqyzPxtxCqo,0.14285714285714285
recIEt8BOqeWWCRAp,receEwyu3MCk3Ft8m,0.2
recIEt8BOqeWWCRAp,recWD7iTI1J2yEF39,0.2
recIEt8BOqeWWCRAp,recPd5zn0dwbHuMbK,0.14285714285714285
recIEt8BOqeWWCRAp,recovMmWllkkp198I,0.14285714285714285
recIEt8BOqeWWCRAp,recYwo8aMaWxjkrFh,0.2
recIEt8BOqeWWCRAp,recarfmVX2CLjFh6C,0.2
recIEt8BOqeWWCRAp,recstsaTLU4szkJ5G,0.2
recIEt8BOqeWWCRAp,recJW7MRJHqZOHBAt,0.2
recIEt8BOqeWWCRAp,recLEH6dlVe1OpDMJ,0.2
recIEt8BOqeWWCRAp,reccYYkM3VqG7Twwa,0.2
recIEt8BOqeWWCRAp,recLvrKSlnPft0Oiz,0.2
recEFXjlnDhKcnQuD,rectYjEIgrGR7SffT,0.25
recEFXjlnDhKcnQuD,recVBiQz5oh6c2fZ1,0.14285714285714285
recEFXjlnDhKcnQuD,recLEhS1xnpBcBY9I,0.2
recEFXjlnDhKcnQuD,recOlnIqyzPxtxCqo,0.14285714285714285
recEFXjlnDhKcnQuD,receEwyu3MCk3Ft8m,0.2
recEFXjlnDhKcnQuD,recWD7iTI1J2yEF39,0.2
recEFXjlnDhKcnQuD,recPd5zn0dwbHuMbK,0.14285714285714285
recEFXjlnDhKcnQuD,recIEt8BOqeWWCRAp,0.2
recEFXjlnDhKcnQuD,recG9jEcsuRJrIWqM,0.5
recEFXjlnDhKcnQuD,recovMmWllkkp198I,0.3333333333333333
recEFXjlnDhKcnQuD,recYwo8aMaWxjkrFh,0.2
recEFXjlnDhKcnQuD,recarfmVX2CLjFh6C,0.5
recEFXjlnDhKcnQuD,recstsaTLU4szkJ5G,0.2
recEFXjlnDhKcnQuD,recJW7MRJHqZOHBAt,0.5
recEFXjlnDhKcnQuD,recLEH6dlVe1OpDMJ,0.2
recEFXjlnDhKcnQuD,reccYYkM3VqG7Twwa,0.5
recEFXjlnDhKcnQuD,recLvrKSlnPft0Oiz,0.5
recG9jEcsuRJrIWqM,rectYjEIgrGR7SffT,0.25
recG9jEcsuRJrIWqM,recVBiQz5oh6c2fZ1,0.14285714285714285
recG9jEcsuRJrIWqM,recLEhS1xnpBcBY9I,0.2
recG9jEcsuRJrIWqM,recOlnIqyzPxtxCqo,0.14285714285714285
recG9jEcsuRJrIWqM,receEwyu3MCk3Ft8m,0.2
recG9jEcsuRJrIWqM,recWD7iTI1J2yEF39,0.2
recG9jEcsuRJrIWqM,recPd5zn0dwbHuMbK,0.14285714285714285
recG9jEcsuRJrIWqM,recIEt8BOqeWWCRAp,0.2
recG9jEcsuRJrIWqM,recovMmWllkkp198I,0.3333333333333333
recG9jEcsuRJrIWqM,recYwo8aMaWxjkrFh,0.2
recG9jEcsuRJrIWqM,recarfmVX2CLjFh6C,0.5
recG9jEcsuRJrIWqM,recstsaTLU4szkJ5G,0.2
recG9jEcsuRJrIWqM,recJW7MRJHqZOHBAt,0.5
recG9jEcsuRJrIWqM,recLEH6dlVe1OpDMJ,0.2
recG9jEcsuRJrIWqM,reccYYkM3VqG7Twwa,0.5
recG9jEcsuRJrIWqM,recLvrKSlnPft0Oiz,0.5
recovMmWllkkp198I,rectYjEIgrGR7SffT,0.3333333333333333
recovMmWllkkp198I,recstsaTLU4szkJ5G,0.14285714285714285
recovMmWllkkp198I,rectyftnQ7iheUAo0,0.3333333333333333
recDVHl5LxgAbavhs,rectYjEIgrGR7SffT,0.1111111111111111
recDVHl5LxgAbavhs,recVBiQz5oh6c2fZ1,0.3333333333333333
recDVHl5LxgAbavhs,recLEhS1xnpBcBY9I,0.2
recDVHl5LxgAbavhs,recOlnIqyzPxtxCqo,0.14285714285714285
recDVHl5LxgAbavhs,receEwyu3MCk3Ft8m,0.2
recDVHl5LxgAbavhs,recWD7iTI1J2yEF39,0.5
recDVHl5LxgAbavhs,recPd5zn0dwbHuMbK,0.14285714285714285
recDVHl5LxgAbavhs,recIEt8BOqeWWCRAp,0.2
recDVHl5LxgAbavhs,recEFXjlnDhKcnQuD,0.2
recDVHl5LxgAbavhs,recG9jEcsuRJrIWqM,0.2
recDVHl5LxgAbavhs,recovMmWllkkp198I,0.14285714285714285
recDVHl5LxgAbavhs,recDtHJFmNP4Pbwhe,0.2
recDVHl5LxgAbavhs,recYwo8aMaWxjkrFh,0.2
recDVHl5LxgAbavhs,recarfmVX2CLjFh6C,0.2
recDVHl5LxgAbavhs,recstsaTLU4szkJ5G,0.5
recDVHl5LxgAbavhs,recJW7MRJHqZOHBAt,0.2
recDVHl5LxgAbavhs,recLEH6dlVe1OpDMJ,0.2
recDVHl5LxgAbavhs,reccYYkM3VqG7Twwa,0.2
recDVHl5LxgAbavhs,recLvrKSlnPft0Oiz,0.2
recDtHJFmNP4Pbwhe,rectYjEIgrGR7SffT,0.1111111111111111
recDtHJFmNP4Pbwhe,recVBiQz5oh6c2fZ1,0.14285714285714285
recDtHJFmNP4Pbwhe,recLEhS1xnpBcBY9I,0.2
recDtHJFmNP4Pbwhe,recOlnIqyzPxtxCqo,0.14285714285714285
recDtHJFmNP4Pbwhe,receEwyu3MCk3Ft8m,0.2
recDtHJFmNP4Pbwhe,recWD7iTI1J2yEF39,0.2
recDtHJFmNP4Pbwhe,recPd5zn0dwbHuMbK,0.14285714285714285
recDtHJFmNP4Pbwhe,recIEt8BOqeWWCRAp,0.2
recDtHJFmNP4Pbwhe,recEFXjlnDhKcnQuD,0.2
recDtHJFmNP4Pbwhe,recG9jEcsuRJrIWqM,0.2
recDtHJFmNP4Pbwhe,recovMmWllkkp198I,0.14285714285714285
recDtHJFmNP4Pbwhe,recYwo8aMaWxjkrFh,0.2
recDtHJFmNP4Pbwhe,recarfmVX2CLjFh6C,0.2
recDtHJFmNP4Pbwhe,recstsaTLU4szkJ5G,0.2
recDtHJFmNP4Pbwhe,recJW7MRJHqZOHBAt,0.2
recDtHJFmNP4Pbwhe,recLEH6dlVe1OpDMJ,0.2
recDtHJFmNP4Pbwhe,reccYYkM3VqG7Twwa,0.2
recDtHJFmNP4Pbwhe,recLvrKSlnPft0Oiz,0.2
recD1zBTW3IbqSpRP,recDAWJfastRekdyB,0.2
recD1zBTW3IbqSpRP,rectYjEIgrGR7SffT,0.25
recD1zBTW3IbqSpRP,recVBiQz5oh6c2fZ1,0.14285714285714285
recD1zBTW3IbqSpRP,recLEhS1xnpBcBY9I,0.2
recD1zBTW3IbqSpRP,recOlnIqyzPxtxCqo,0.14285714285714285
recD1zBTW3IbqSpRP,receEwyu3MCk3Ft8m,0.2
recD1zBTW3IbqSpRP,recWD7iTI1J2yEF39,0.2
recD1zBTW3IbqSpRP,recPd5zn0dwbHuMbK,0.14285714285714285
recD1zBTW3IbqSpRP,recIEt8BOqeWWCRAp,0.2
recD1zBTW3IbqSpRP,recEFXjlnDhKcnQuD,0.5
